Park Type,Wind farm,Turbine Platform,Turbine,Component Failed,Outage cause,Material number,Failed Component Serial number,New Component Serial number,Failure Mode,Component Commisioning Date,Turbine Stopp Date,Jackup Call-off Date,Component Exchange Date,Turbine start date,Estimated Lost Production,Estimated Lost Revenue,Work Order,Main Component Cost,Jackup Cost,Other Project Cost,Jackup vessel,Alarm code 1,Alarm code 2,Alarm code 3,Alarm code 4,Alarm code 5,Alarm code 6,Alarm code 7,Alarm code 8,Alarm code 9,Alarm code 10,Alarm code 11,Alarm code 12,Alarm code 13,Alarm code 14,Alarm code 15,Alarm code 16,Alarm code 17,Alarm code 18,Alarm code 19,Alarm code 20
Offshore,Egmond aan Zee,V90-3MW,NEZ035,Generator,,,601097TD10,VND613433,Serial Defect,,,,2009-11-07,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ028,Generator,,,600970 TB 12,VND620837,Serial Defect,,,,2009-11-08,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ024,Gearbox,,,EF901D-013L/LM0180,RW EF901E-403L/LM0110,Serial Defect,,2009-10-28,,2009-11-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC15,Generator,,,16944100 RB05,VND612421,Serial Defect,,,,2009-12-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1356,Gearbox,,"40074658, 40085066",,72802019839,,,,,2009-12-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE08,Generator,,,16933300 QJ05,VND614211,Serial Defect,,,,2009-12-02,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD06,Generator,,,600564 SE16,VND624823,Serial Defect,,,,2009-12-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC01,Gearbox,,,EF901D-003L/LM0204,RW-EF901E-301L/LM0026,Serial Defect,,,,2009-12-05,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD09,Generator,,,600564 SE07,VND612033,Serial Defect,,,,2009-12-05,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ018,Generator,,,VND624006,VND624882,Serial Defect,,,,2009-12-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ008,Generator,,,601097 TC 23,601921 UJ 01,Serial Defect,,,,2009-12-11,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB03,Gearbox,,,EF901D-003L/LM0192,RW-EF901E-301L/LM0024,Serial Defect,,,,2009-12-14,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFA03,Gearbox,,,EF901E-003L/LM0088,EF901E-013L/LM0078,Serial Defect,,,,2010-01-25,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Nordjyllandsværket,Bonus-2MW,WHO006,Blade,,,,,,2002-01-01 00:00:00,,,2010-03-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP005,Generator,,,,2MW WEIER Gen. SO 50507978 YREL 80H,,2005-03-26 00:00:00,2010-03-19,,2010-03-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1114,Gearbox,,"40074658, 40085066",,793000000456,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1115,Gearbox,,"40074658, 40085066",,793000000049,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1225,Gearbox,,"40074658, 40085066",,793000000395,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1236,Gearbox,,"40074658, 40085066",,793000000397,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1344,Gearbox,,"40074658, 40085066",,72802019840,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1353,Gearbox,,"40074658, 40085066",,72802021385,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1463,Gearbox,,"40074658, 40085066",,793000000404,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1465,Gearbox,,"40074658, 40085066",,793000000455,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1475,Gearbox,,"40074658, 40085066",,793000000389,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1477,Gearbox,,"40074658, 40085066",,793000000419,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1585,Gearbox,,"40074658, 40085066",,72802013665,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1592,Gearbox,,"40074658, 40085066",,793000000396,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1593,Gearbox,,"40074658, 40085066",,793000000398,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1598,Gearbox,,"40074658, 40085066",,793000000405,,,,,2010-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP003,Gearbox,,,,PLH-1400V80,,2005-05-04 00:00:00,2010-03-29,,2010-05-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB05,Generator,,,600564 SG39,VND625215,Serial Defect,,,,2010-05-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE03,Gearbox,,,EF901D-013L/LM0032,RW-EF901E-403L/LM0191,Serial Defect,,,,2010-05-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB05,Gearbox,,,RW-EF901C-001L/M0089,RW-EF901E-301L/LM0024,Serial Defect,,,,2010-05-14,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD08,Generator,,,600564 SF30,VND625230,Serial Defect,,,,2010-05-14,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFA05,Gearbox,,,RW-EF901C-001L/M0084,RW-EF901E-403L/LM0194,Serial Defect,,,,2010-05-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC04,Gearbox,,,RW-EF901C-001L/M0118,RW-EF901E-403L/LM0195,Serial Defect,,,,2010-05-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC08,Generator,,,600564 SF31,VND625216,Serial Defect,,,,2010-05-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE07,Generator,,,600564 SF20,VND625204,Serial Defect,,,,2010-05-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD04,Gearbox,,,RW-EF901C-001L/M0083,RW-EF901E-403L/LM0192,Serial Defect,,,,2010-05-16,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF07,Generator,,,600882 TA25,VND625211,Serial Defect,,,,2010-05-16,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD05,Gearbox,,,RW-EF901C-001L/M0085,RW-EF901E-403L/LM0175,Serial Defect,,,,2010-05-18,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF08,Generator,,,601258 UA03,VND625228,Serial Defect,,,,2010-05-18,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC13,Generator,,,600882 TA12,VND625212,Serial Defect,,,,2010-05-21,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF03,Gearbox,,,EF901D-023L/LM0006,RW-EF901E-403L/LM0189,Serial Defect,,,,2010-05-21,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC12,Generator,,,16944100 RA03,VND624958,Serial Defect,,,,2010-05-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF02,Gearbox,,,RW-EF901C-001L/M0119,RW-EF901E-403L/LM0162,Serial Defect,,,,2010-05-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC11,Generator,,,600671 SJ11,VND625201,Serial Defect,,,,2010-05-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF01,Gearbox,,,RW-EF901C-001L/M0096,RW-EF901E-403L/LM0184,Serial Defect,,,,2010-05-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF09,Generator,,,600588 SE04,VND625217,Serial Defect,,,,2010-05-24,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE01,Gearbox,,,RW-EF901C-001L/M0083?,RW-EF901E-403L/LM0197,Serial Defect,,,,2010-05-25,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC02,Gearbox,,,RW-EF901C-001L/M0098,RW-EF901E-403L/LM0198,Serial Defect,,,,2010-05-27,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD10,Generator,,,600588 SE03,VND625213,Serial Defect,,,,2010-05-27,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB02,Gearbox,,,RW-EF901C-001L/M0094,RW-EF901E-403L/LM0182,Serial Defect,,,,2010-05-28,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC10,Generator,,,600564 SD02,VND625241,Serial Defect,,,,2010-05-28,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB01,Gearbox,,,RW-EF901C-001L/M0091,RW-EF901E-403L/LM0190,Serial Defect,,,,2010-05-31,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC09,Generator,,,601258 TL24,VND625218,Serial Defect,,,,2010-05-31,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB06,Generator,,,600564 SG35,VND625255,Serial Defect,,,,2010-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB07,Generator,,,600564 SD06,VND625225,Serial Defect,,,,2010-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC06,Generator,,,601097 TC29,VND625246,Serial Defect,,,,2010-06-02,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC07,Generator,,,600564 SE14,VND625251,Serial Defect,,,,2010-06-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFD07,Generator,,,600588 SF06,VND625249,Serial Defect,,,,2010-06-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE06,Generator,,,600564 SG44,VND625248,Serial Defect,,,,2010-06-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE10,Generator,,,16944100 RB06,VND655200,Serial Defect,,,,2010-06-06,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF06,Generator,,,600564 SF32,VND625256,Serial Defect,,,,2010-06-06,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE09,Generator,,,600564 SE16,VND624984,Serial Defect,,,,2010-06-07,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB08,Generator,,,600671 SH02,VND625202,Serial Defect,,,,2010-06-08,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFF10,Generator,,,16937300 QM05,VND625227,Serial Defect,,,,2010-06-08,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB09,Generator,,,600564 SG43,VND625224,Serial Defect,,,,2010-06-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC14,Generator,,,600564 SE15,VND625229,Serial Defect,,,,2010-06-11,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1103,Gearbox,,"40074658, 40085066",,793000000413,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1104,Gearbox,,"40074658, 40085066",,793000000509,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1118,Gearbox,,"40074658, 40085066",,793000000448,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1348,Gearbox,,"40074658, 40085066",,793000000412,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1354,Gearbox,,"40074658, 40085066",,793000000551,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1355,Gearbox,,"40074658, 40085066",,793000000570,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1473,Gearbox,,"40074658, 40085066",,793000000390,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1476,Gearbox,,"40074658, 40085066",,793000000511,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1584,Gearbox,,"40074658, 40085066",,793000000508,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1587,Gearbox,,"40074658, 40085066",,793000000434,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1591,Gearbox,,"40074658, 40085066",,793000000422,,,,,2010-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB12,Generator,,"40080788, 40100685, 40080788",624820,625241,,,,,2010-12-06,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1106,Gearbox,,"40074658, 40085066",,793000000517,,,,,2011-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHE17,Generator,,,EF901E-013L/LM0289,RW_EF901E-013L/LM0035,,2010-08-04 00:00:00,,,2011-01-26,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1234,Gearbox,,"40074658, 40085066",,793000000502,,,,,2011-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1357,Gearbox,,"40074658, 40085066",,793000000406,,,,,2011-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGA05,Main bearing,,,,,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1113,Gearbox,,"40074658, 40085066",,793000000947,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1224,Gearbox,,"40074658, 40085066",,793000000946,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1226,Gearbox,,"40074658, 40085066",,793000000966,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1228,Gearbox,,"40074658, 40085066",,793000000945,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1345,Gearbox,,"40074658, 40085066",,793000000964,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1352,Gearbox,,"40074658, 40085066",,793000000948,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1464,Gearbox,,"40074658, 40085066",,793000000977,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1596,Gearbox,,"40074658, 40085066",,793000000939,,,,,2011-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB11,Generator,,,624077,626442,,,,,2011-08-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB09,Gearbox,,,EF901E-013L/LM0496,RW-EF901E-013L/LM0046,Serial Defect,2010-07-19 00:00:00,,,2011-08-20,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB10,Generator,,,624078,612411R,,,,,2011-09-27,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGA02,Main bearing,,,,,,,,,2011-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1108,Gearbox,,"40074658, 40085066",,793000000941,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1115,Gearbox,,"40074658, 40085066",,793000000943,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1116,Gearbox,,"40074658, 40085066",,793000000942,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1235,Gearbox,,"40074658, 40085066",,793000000944,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1355,Gearbox,,"40074658, 40085066",,793000000403,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1594,Gearbox,,"40074658, 40085066",,793000000516,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1595,Gearbox,,"40074658, 40085066",,793000000506,,,,,2011-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1102,Gearbox,,"40074658, 40085066",,79300001038,,,,,2012-02-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1107,Gearbox,,"40074658, 40085066",,79300001040,,,,,2012-02-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1223,Gearbox,,"40074658, 40085066",,79300001036,,,,,2012-02-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1347,Gearbox,,"40074658, 40085066",,79300001024,,,,,2012-02-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1581,Gearbox,,"40074658, 40085066",,79300001027,,,,,2012-02-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1597,Gearbox,,"40074658, 40085066",,79300001022,,,,,2012-02-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Lyngsmose,"SWT-2,3MW",WLY001,Main bearing,,,,,,2008-01-01 00:00:00,,,2012-03-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Lyngsmose,"SWT-2,3MW",WLY002,Main bearing,,,,,,2008-01-01 00:00:00,,,2012-03-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1112,Gearbox,,"40074658, 40085066",,79300001465,,,,,2012-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1117,Gearbox,,"40074658, 40085066",,79300000967,,,,,2012-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1342,Gearbox,,"40074658, 40085066",,79300001464,,,,,2012-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1358,Gearbox,,"40074658, 40085066",,79300001039,,,,,2012-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1467,Gearbox,,"40074658, 40085066",,79300001467,,,,,2012-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1474,Gearbox,,"40074658, 40085066",,79300001037,,,,,2012-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGH04,Main bearing,,,,,,,,,2012-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1237,Gearbox,,"40074658, 40085066",,793000000940,,,,,2012-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1588,Gearbox,,"40074658, 40085066",,793000000965,,,,,2012-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHG03,Generator,,,EF901E-013L/LM0668,RW-EF901E-403L/LM0306,,2010-08-07 00:00:00,,,2012-06-25,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHC04,Gearbox,,,EF901E-013L/LM0458,RW-EF901E-403L/LM0318,Serial Defect,2010-07-30 00:00:00,,,2012-07-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHC06,Gearbox,,,EF901E-013L/LM0477,RW-EF901E-513L/LM0024,Serial Defect,2010-07-21 00:00:00,,,2012-07-06,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF10,Gearbox,,,EF901E-013L/LM0488,RW-EF901E-513L/LM0028,Serial Defect,2010-08-20 00:00:00,,,2012-07-07,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
