Park Type,Wind farm,Turbine Platform,Turbine,Component Failed,Outage cause,Material number,Failed Component Serial number,New Component Serial number,Failure Mode,Component Commisioning Date,Turbine Stopp Date,Jackup Call-off Date,Component Exchange Date,Turbine start date,Estimated Lost Production,Estimated Lost Revenue,Work Order,Main Component Cost,Jackup Cost,Other Project Cost,Jackup vessel,Alarm code 1,Alarm code 2,Alarm code 3,Alarm code 4,Alarm code 5,Alarm code 6,Alarm code 7,Alarm code 8,Alarm code 9,Alarm code 10,Alarm code 11,Alarm code 12,Alarm code 13,Alarm code 14,Alarm code 15,Alarm code 16,Alarm code 17,Alarm code 18,Alarm code 19,Alarm code 20
Offshore,Horns Rev 1,V80-2MW,WH1233,Gearbox,Planned,"40074658, 40085066",,793000000455,,,2017-04-18,2017-04-11,2017-04-19,2017-04-26,144421.9,4879.3970500000005,6080214,32631.343624161073,82710.93,37271.54,WIND,856548.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGF03,Gearbox,Planned,"40085006, 40090389",,,,,2017-04-17,2017-02-01,2017-04-28,2017-05-03,197026.9,7261.8486,6067608,83644.86952380951,46092.13,28835.37,SOUND PROSPECTOR,856315.0,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",N05,Gearbox,,,,"Eickhoff, EBN2525A, 50Hz, 3.4M",,,2017-04-24,,2017-04-28,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGA02,Generator,Planned,"40076273, 40076300, 40076285",,,,,2017-03-03,2017-02-01,2017-04-29,2017-05-03,677751.8999999999,24979.9986,6078505,30230.801904761902,20701.06,6180.82,SOUND PROSPECTOR,843168.0,839634.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGF06,Generator,Planned,"40076273, 40076300, 40076285",,,,,2017-03-23,2017-02-01,2017-04-30,2017-05-03,486040.1,17914.049399999996,6078506,25897.83523809524,20701.06,4410.51,SOUND PROSPECTOR,849214.0,843163.0,846147.0,846135.0,840487.0,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3-113,UPYH03,Main bearing,,,,Rothe Erde D3 - RD_Load460 (401864680005),,2016-05-11 00:00:00,2017-03-12,,2017-05-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1235,Blade Bearing,Planned,,,,,,2017-05-16,2017-05-08,2017-05-19,2017-05-21,36402.1,1229.87095,6081052,4500.051006711409,61103.0,20298.15,WIND,866435.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1355,Blade Bearing,Planned,,,,,,2017-05-21,2017-05-08,2017-05-21,2017-05-28,70480.9,2381.24755,6081086,4500.051006711409,61103.0,19334.95,WIND,869910.0,868409.0,869009.0,868186.0,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",N11,Gearbox,,,,"Moventas, PPLH2900, 3.XM",,,2017-04-19,,2017-05-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1356,Gearbox,Planned,"40074658, 40085066",,72802011838,,,2017-05-22,2017-05-08,2017-05-23,2017-05-28,65224.6,2203.6597,6081530,32631.343624161073,56889.0,34772.81,WIND,868662.0,,,,,,,,,,,,,,,,,,,
Offshore,DanTysk,"SWT-3,6MW",GDT024,Gearbox,,,,,,,2017-05-12,,2017-06-10,2017-07-09,1086542.0999999999,129484.77425999999,,0.0,0.0,0.0,,865083.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B5,Main bearing,,,PZFB/3680/0,,,2011-12-18 00:00:00,2017-06-05,,2017-06-20,2017-08-24,2381479.0999999996,216510.47131999998,,0.0,0.0,0.0,,874842.0,905637.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1221,Transformer,Forced,40074272,,,,,2017-06-02,,2017-07-01,2017-07-22,644457.1,21773.44345,6082271,18505.248018741637,0.0,21260.451432396254,site CTV,873681.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B2,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2011-11-06 00:00:00,2017-06-16,,2017-07-08,2017-08-17,1761673.9,160161.32428,,0.0,0.0,0.0,,880165.0,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB04,Gearbox,Planned,40101715,EF901E-003L/LM0051,RW-EF901E-503L/LM0120,Serial Defect,2008-09-14 00:00:00,2017-10-28,2017-08-29,2017-11-02,2017-11-14,283509.1,17415.558999999997,6085872,133846.92134831462,99093.5,18847.76,WIND,930759.0,,,,,,,,,,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP005,Gearbox,,,,"Hansen EH802 CN21-BN-101,02",,2005-03-26 00:00:00,2017-12-07,,2017-12-20,2017-12-22,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHG11,Blade,Planned,,,,,,2017-11-09,2017-08-29,2018-01-06,2018-01-12,1239496.2999999998,113449.32563,6085871,97599.85393258427,82474.0,365.93,WIND,943763.0,939670.0,927466.0,,,,,,,,,,,,,,,,,
Offshore,DanTysk,"SWT-3,6MW",GDT070,Gearbox,,,,,,,2017-12-20,,2018-01-06,2018-01-23,999449.4999999999,119105.82470000001,,0.0,0.0,0.0,,949022.0,948804.0,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ012,Blade,Forced,,,Blade C,,,2017-11-26,,2018-01-26,2018-02-05,1739080.0,50209.724,,86000.0,103200.0,0.0,WIND PIONEER,941715.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1225,Gearbox,Planned,"40074658, 40085066",,72802016021,,,2018-02-12,2017-11-01,2018-03-21,2018-04-08,948758.9999999999,32054.500499999995,6081312,45890.6389261745,45522.81,22014.71,WIND PIONEER,977880.0,970812.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1111,Gearbox,Planned,"40074658, 40085066",,72802186794,,,2018-03-14,2017-11-01,2018-03-21,2018-04-10,451197.6,15244.033199999998,6099953,45807.69798657718,45522.81,19609.72,WIND PIONEER,978572.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1357,Gearbox,Planned,"40074658, 40085066",,72802018369,,,2018-03-19,2017-11-01,2018-03-22,2018-03-26,83827.09999999999,2832.15845,6087033,45807.69798657718,45522.81,17724.17,WIND PIONEER,981601.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1103,Gearbox,Planned,"40074658, 40085066",,72802186752,,,2018-03-21,2018-01-24,2018-03-23,2018-04-03,178224.9,6021.45555,6100917,45890.6389261745,60619.25,14615.27,WIND PIONEER,982249.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1477,Blade Bearing,Planned,,,,,,2018-03-24,2018-01-24,2018-03-25,2018-04-02,113652.0,3839.8140000000003,6100916,2214.009395973154,60619.25,24129.45,WIND PIONEER,983220.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1592,Gearbox,Planned,"40074658, 40085066",,72802186939,,,2018-03-23,2018-01-24,2018-03-26,2018-04-09,237914.59999999998,8038.1147,6087035,45890.6389261745,60619.25,15451.19,WIND PIONEER,982899.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1104,Gearbox,Planned,"40074658, 40085066",,72802017780,,,2018-03-24,2018-01-24,2018-03-26,2018-04-08,218491.0,7381.874500000001,6100918,45807.69798657718,60619.25,16284.53,WIND PIONEER,983263.0,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV003,Gearbox,,,,Winergy PZFB 3680; Nr. 4814234-0050-1,,2009-01-01 00:00:00,2018-02-01,,2018-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV006,Blade,,,,LM 61.5 P2 0047/0048/0049,,2009-01-01 00:00:00,2018-02-01,,2018-04-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1114,Transformer,Forced,40074272,,,,,2018-04-23,,2018-05-01,2018-05-24,373495.5,12618.81225,6102717,20555.75856760375,0.0,19013.9811914324,site CTV,992965.0,992714.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGA01,Main bearing,Planned,,,,,,2018-04-26,2017-12-18,2018-05-03,2018-05-04,69191.5,2550.201,6090281,22347.222857142857,77357.0,24140.2,WIND PIONEER,993798.0,993531.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGD01,Main bearing,Planned,,,,,,2018-04-26,2017-12-18,2018-05-04,2018-05-08,57439.899999999994,2117.0706,6090322,22347.222857142857,64715.0,35433.29,WIND PIONEER,993863.0,993534.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGC08,Gearbox,Planned,"40085006, 40090389",,,,,2018-05-02,2017-12-18,2018-05-05,2018-05-11,47101.6,1736.0303999999999,6098449,83644.86952380951,110510.0,1826.21,WIND PIONEER,995222.0,998233.0,998226.0,1000052.0,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2A7,Gearbox,Planned,,PZFB/3680/0,,,,2018-05-05,,2018-05-10,2018-05-21,152007.09999999998,13819.61692,6103670,367280.3932584269,131177.37666666668,23249.67,BRAVE TURN,996768.0,1001785.0,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR3C7,Gearbox,Planned,,PZFB/3680/0,,,,2018-05-05,,2018-05-10,2018-05-21,227378.19999999998,20671.92664,6103671,168939.26966292135,131177.37666666668,24632.98,BRAVE TURN,998784.0,996902.0,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR1A6,Gearbox,Planned,,PZFB/3680/0,,,,2018-05-08,,2018-05-10,2018-05-19,104069.0,9461.3588,6103672,367280.3932584269,131177.37666666668,23722.239999999998,BRAVE TURN,996950.0,1002345.0,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFE01,Blade,Forced,"40084806, 40080789, 40074287",,,,,2018-04-07,2018-04-12,2018-05-27,2018-05-31,421796.19999999995,25910.338000000003,6098981,79220.01123595505,99093.5,52387.76,WIND PIONEER,967705.0,989587.0,,,,,,,,,,,,,,,,,,
Offshore,DanTysk,"SWT-3,6MW",GDT054,Gearbox,,,,,,,2018-05-09,,2018-06-14,2018-07-21,1315251.7,156740.42402,,0.0,0.0,0.0,,997364.0,996484.0,,,,,,,,,,,,,,,,,,
Offshore,DanTysk,"SWT-3,6MW",GDT056,Gearbox,,,,,,,2018-06-07,,2018-06-30,2018-07-24,843504.8999999999,100521.68394,,0.0,0.0,0.0,,1009259.0,1007083.0,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV005,Gearbox,,,,Winergy PZFB 3680,,2009-01-01 00:00:00,2018-04-10,,2018-07-01,,0.0,0.0,,0.0,0.0,0.0,BRAVE TURN,,,,,,,,,,,,,,,,,,,,
Offshore,DanTysk,"SWT-3,6MW",GDT045,Gearbox,,,,,,,2018-08-05,,2018-09-07,2018-10-10,1616136.2,192597.25972,,0.0,0.0,0.0,,1030341.0,1027287.0,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV001,Gearbox,,,,Winergy PZFB 3680,,2009-01-01 00:00:00,2015-08-20,,2018-09-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1107,Transformer,Forced,40074272,,K833759,,,2018-08-14,,2018-09-17,2018-09-17,500893.39999999997,16923.0413,6108297,22281.624872824632,0.0,6561.7453145917,site CTV,1033129.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGA04,Gearbox,Planned,"40085006, 40090389",,,,,2018-11-05,2018-10-01,2018-11-07,2018-11-20,171139.5,6307.713,6098447,35243.659999999996,51190.21,25594.89,SOUND PROSPECTOR,1064417.0,1069038.0,1070306.0,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGB04,Gearbox,Planned,"40085006, 40090389",,,,,2018-11-06,2018-10-01,2018-11-07,2018-11-22,172789.4,6368.5236,6098448,46975.90285714286,51190.21,36403.8,SOUND PROSPECTOR,1064625.0,1064411.0,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D3,Gearbox,Planned,,,,,,2018-11-19,,2018-12-02,2019-01-31,2174438.6999999997,197687.54124,370004860,184742.9775280899,150500.0,39283.51,BOLD TURN,1068503.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B8,Gearbox,Planned,,,,,,2018-11-22,,2018-12-03,2018-12-30,1562388.0999999999,142043.39812000003,370004840,184742.9775280899,150500.0,32654.63,BOLD TURN,1069845.0,,,,,,,,,,,,,,,,,,,
Offshore,Aberdeen,"V164-8,0MW",UABA03,Blade,Forced,,,,,,2019-02-07,,2019-03-20,2019-03-26,3563182.6999999997,378664.51579000003,,466378.0,514441.25,424528.25,Scylla,1097667.0,1100467.0,1116936.0,1116940.0,,,,,,,,,,,,,,,,
Offshore,Sandbank,"SWT-4,0-130",GSBA65,Gearbox,,,,need to be checked with site,,,2019-03-02,,2019-03-21,2019-04-09,1388185.4,165432.03724,,0.0,0.0,0.0,MPI Enterprise,1106451.0,1122367.0,1122488.0,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGF04,Main bearing,Forced,,,,,,2018-11-06,2019-02-07,2019-03-28,2019-03-30,1574378.4,58027.0896,370004603,69384.34952380952,64791.11,67108.38,WIND PIONEER,1064629.0,1118290.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGE01,Gearbox,Planned,"40085006, 40090389",,,,,2019-03-27,2019-02-07,2019-04-01,2019-04-03,216538.69999999998,7980.997799999999,370003785,48131.538095238095,64791.11,20549.7,WIND PIONEER,1117254.0,1119944.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGC06,Gearbox,Planned,"40085006, 40090389",,,,,2019-03-28,2019-02-07,2019-04-01,2019-04-05,121501.09999999999,4478.183400000001,370003803,48131.538095238095,64791.11,19413.64,WIND PIONEER,1117649.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGA06,Gearbox,Planned,"40085006, 40090389",,,,,2019-03-31,2019-02-07,2019-04-01,2019-04-05,108268.29999999999,3990.4602000000004,370003801,48131.538095238095,64791.11,19964.47,WIND PIONEER,1118436.0,1121130.0,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF03,Generator,Forced,40127708,,,,,2019-02-04,2019-03-05,2019-04-03,2019-04-05,1213016.0,111025.62160000001,370005319,41320.65454545454,121759.66,6491.28,WIND,1096714.0,1102488.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGA03,Main bearing,Planned,,,,,,2019-03-26,2019-02-07,2019-04-10,2019-04-15,241780.69999999998,8911.345800000001,370005055,22782.505714285715,64791.11,17804.15,WIND PIONEER,1116713.0,1116793.0,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ015,Gearbox,Forced,40080800,,,,,2019-03-07,2019-04-09,2019-04-17,2019-05-07,1200402.7,34657.34081,6126737,111533.2968,101781.0,43047.3,WIND,1108542.0,1133215.0,1133227.0,1133287.0,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHD06,Generator,Forced,40130074,,,,,2019-04-09,2019-04-26,2019-05-19,2019-05-20,533355.9,48817.303589999996,6127964,28049.29090909091,124365.32239999999,5268.36,WIND,1122326.0,1122327.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1224,Transformer,Forced,,,,,,2018-10-31,,2019-05-30,2019-06-17,1985645.2,67086.44140000001,6126265,24804.037108433735,0.0,28235.916613119145,site CTV,1063237.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR3C2,Gearbox,Planned,40092922,,,,2011-10-19 00:00:00,2019-05-28,2019-05-06,2019-06-05,2019-06-09,368192.3,33473.93996,370006143,202964.83146067415,130240.37799999998,101015.83480898876,WIND SERVER,1141118.0,1141556.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1474,Transformer,Forced,,,,,,2018-10-31,,2019-06-30,2019-08-01,2630777.0999999996,88882.68345,6126305,24011.079692101743,0.0,37677.522168674695,site CTV,1063224.0,,,,,,,,,,,,,,,,,,,
Offshore,Sandbank,"SWT-4,0-130",GSBH61,Main bearing,,,,,,,2019-07-06,,2019-07-21,2019-08-05,440630.39999999997,52510.55424,,0.0,0.0,0.0,Pacific Orca,1159188.0,1157649.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGD07,Gearbox,Planned,"40085006, 40090389",,,,,2019-08-02,2019-06-20,2019-08-04,2019-09-06,346291.39999999997,12763.311599999999,370003736,50977.26703809524,46010.0,6589.34620952381,WIND,1172974.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D7,Gearbox,Planned,40099943,,,,,2019-08-12,2019-07-08,2019-08-29,2019-09-12,815551.7999999999,74145.30936000001,370007372,175949.4775280899,135138.25,45534.246067415734,MPI Enterprise,1178186.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1225,Transformer,Forced,,,,,,2019-08-24,,2019-08-30,2019-09-04,109832.09999999999,3710.7559499999998,6133848,20029.486921017404,0.0,15156.457523427041,site CTV,1182259.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D4,Gearbox,Planned,40099943,,,,,2019-08-12,2019-07-08,2019-08-31,2019-09-18,950105.7999999999,86378.19016000001,370007253,175949.4775280899,135138.25,36124.628539325844,MPI Enterprise,1178169.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGA01,Gearbox,Planned,"40085006, 40090389",4811002-020-1,4898234-0115-1,,,2019-08-31,2019-06-20,2019-09-21,2019-09-25,203499.8,7500.4212,370007796,73005.60762857144,46010.0,3817.787352380952,WIND,1185143.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGB07,Generator,Forced,,40093688,40093688,,,2019-09-18,2019-09-27,2019-10-09,2019-10-10,272703.89999999997,10051.086599999999,370008838,15284.814400000001,48352.75466666667,4209.215942857142,WIND PIONEER,1191992.0,1200588.0,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGH03,Gearbox,Planned,"40085006, 40090389",Drive train ,Drive train,,,2019-08-05,2019-06-20,2019-10-15,2019-10-21,842898.7,31066.8378,370007093,100616.7881047619,47058.742971428575,5326.757685714286,WIND PIONEER,1174075.0,1174020.0,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B7,Gearbox,Forced,,4822527-0050-2,4830412-0020-01,,,2019-10-12,2019-10-24,2019-11-06,2019-11-18,897786.3999999999,81621.60928,370009655,0.0,172000.0,15050.0,MPI Enterprise,1201179.0,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB02,Blade,Forced,,781474 WHDL 45442,,,,2019-08-10,2019-11-12,2019-11-29,2019-12-04,463654.8,28481.652000000002,6134466,83864.39131086142,85741.41378277153,1545.42,WIND PIONEER,1177237.0,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB02,Blade,Forced,,781474 WHDL 45435,,,,2019-08-10,2019-11-12,2019-11-29,2019-12-04,463654.8,28481.652000000002,6134466,83864.39131086142,85741.41378277153,0.0,WIND PIONEER,1177237.0,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB02,Blade,Forced,,781474 WHDL 45461,,,,2019-08-10,2019-11-12,2019-11-29,2019-12-04,463654.8,28481.652000000002,6134466,83864.39131086142,85741.41378277153,0.0,WIND PIONEER,1177237.0,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHC12,Gearbox,Forced,,EF901E-013L/LM0411,RW_EF901E-403/LM0244,,,2020-02-09,2020-02-20,2020-03-02,2020-03-19,1253226.0999999999,101017.75,6146253,128570.0,122230.94,38064.03,MPI Enterprise,1249859.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGA07,Gearbox,Planned,,,4811570-0020-4,,,2020-03-27,2020-03-23,2020-03-28,2020-03-31,37450.7,285.52,370018440,55040.0,23736.0,26181.41,Wind PIONEER,1275829.0,1277413.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 3,"V164-8,0MW",WH3C06,Generator,Forced,,10G01197,10G01865,,,2020-03-22,,2020-03-30,2020-04-05,1270602.9,74603.28,,0.0,0.0,0.0,MPI Enterprise,1274526.0,1274530.0,1278966.0,1278984.0,1278987.0,1278993.0,1278999.0,1279005.0,1279014.0,1279210.0,1279283.0,1279305.0,1279756.0,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGD06,Gearbox,Planned,,,4811563-0020-5,,,2020-03-28,2020-03-23,2020-03-30,2020-04-04,168016.09999999998,1033.72,370016881,55040.0,23736.0,26181.41,WIND PIONEER,1276075.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 3,"V164-8,0MW",WH3D05,Gearbox,Forced,,72802194882,5323979,,,2020-03-15,,2020-04-07,2020-04-09,2092582.7999999998,121169.7,,0.0,0.0,0.0,MPI Enterprise,1272035.0,1272668.0,1280825.0,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 3,"V164-8,0MW",WH3C06,Gearbox,Forced,,72802195257,72802190970R1,,,2020-05-19,,2020-06-06,2020-06-07,1057877.8,56540.27,,0.0,0.0,0.0,MPI Enterprise,1295853.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 3,"V164-8,0MW",WH3F07,Gearbox,Forced,,72802195107,5436435,,,2020-06-07,,2020-06-08,2020-06-17,460862.49999999994,28622.52,,0.0,0.0,0.0,MPI Enterprise,1303816.0,1305900.0,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC04,Generator,Forced,,625204,624963R1,,,2020-02-05,2020-05-27,2020-06-12,2020-06-15,2617734.6999999997,120597.8,6146254,24877.649999999998,103292.02,21923.98,Wind,1247357.0,1283876.0,1283877.0,1283878.0,1283935.0,1284007.0,1286659.0,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFB01,Blade,Forced,,45483,45435,,,2020-06-12,2020-07-14,2020-07-21,2020-07-22,383650.39999999997,18004.53,6152081,55900.0,134000.04,38652.7,Wind PIONEER,1305575.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 3,"V164-8,0MW",WH3A05,Blade,Forced,,310118,310038,,,2020-06-15,,2020-08-01,2020-08-02,2844236.5,174614.4,,0.0,0.0,0.0,Blue TURN,1306316.0,,,,,,,,,,,,,,,,,,,
Offshore,Sandbank,"SWT-4,0-130",GSBB41,Gearbox,Forced,,108300,4900835-0035-1,,,2020-06-17,,2020-08-10,2020-08-13,908198.2,104928.59999999999,,0.0,0.0,0.0,Pacific Orca,1307244.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR1A4,Gearbox,Planned,,4830413-0020-1,4830412-20-2,,,2020-08-11,2020-06-22,2020-08-13,2020-08-23,274552.6,23243.65,370013496,207299.56,140109.91,40303.47,Wind Enterprise,1335042.0,1339098.0,1339353.0,1339382.0,1339391.0,1341128.0,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D8,Gearbox,Planned,,4827305-0020-1,4832824-0020-1,,,2020-08-12,2020-06-22,2020-08-14,2020-08-27,411595.8,34953.409999999996,370031868,207299.56,140109.91,40303.47,Wind Enterprise,1335682.0,1341799.0,1341804.0,1341838.0,1341867.0,1341880.0,1341881.0,1341902.0,1352725.0,1352726.0,1352731.0,1352732.0,1352737.0,1352740.0,1352741.0,1352744.0,1352755.0,,,
Offshore,Thanet,V90-3MW,UTHB02,Generator,Forced,,624090,637283,,,2020-08-27,2020-09-01,2020-09-08,2020-09-10,193657.8,17240.85,6154028,52460.0,104995.68,9656.94,Wind,1353208.0,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHE03,Generator,Forced,,624801,638491,,,2020-08-18,2020-09-01,2020-09-09,2020-09-12,369530.69999999995,32158.41,6154039,52460.0,104995.68,9656.94,Wind,1339113.0,1359972.0,,,,,,,,,,,,,,,,,,
Offshore,Sandbank,"SWT-4,0-130",GSBE15,Main bearing,Planned,,swp-vhm-269712,5100308752,,,2020-09-15,,2020-09-21,2020-09-28,258752.9,30629.329999999998,,0.0,0.0,0.0,Pacific Orca,1361563.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1102,Gearbox,Planned,,793000001038,793000000413,,,2020-09-28,2020-09-16,2020-09-30,2020-10-23,446135.19999999995,9775.619999999999,6154378,41555.2,64299.19,20082.72,Wind,1366818.0,1376229.0,,,,,,,,,,,,,,,,,,
Offshore,Aberdeen,"V164-8,0MW",UABB06,Generator,Forced,,10G01159,10G02049,,,2020-08-20,,2020-10-02,2020-10-05,2956119.5999999996,307904.51,,0.0,0.0,0.0,Blue Tern,1339862.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1101,Gearbox,Planned,,793000000047,72802012789,,,2020-09-28,2020-09-16,2020-10-13,2020-11-09,799236.2,15000.55,6154380,41555.2,64299.19,6653.82,Wind,1366832.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1463,Gearbox,Planned,,793000000404,793000000509,,,2020-10-11,2020-09-16,2020-10-15,2020-10-29,362149.19999999995,7319.03,"6154381 ,6149568",41555.2,64299.19,15146.75,Wind,1371401.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1598,Gearbox,Planned,,793000000405,72802019839,,,2020-10-13,2020-09-16,2020-10-16,2020-11-03,446512.5,7894.8,6154522,41555.2,64299.19,16806.55,Wind,1371914.0,1378601.0,1378602.0,1379505.0,1379599.0,1379604.0,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGG04,Gearbox,Planned,,4812014-0020-1 ,4903972-0115-1,,,2020-10-20,2020-10-09,2020-10-21,2020-10-22,42671.299999999996,648.4399999999999,370016917,75497.25,52632.43,24083.44,WIND PIONEER,1374263.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT-2,3MW",SLGC05,Generator,Forced,,4591206,4589230,,,2020-09-10,2020-10-13,2020-10-26,2020-10-27,374671.5,6283.16,370035180,15151.05,70799.93,15082.68,Wind,1359316.0,,,,,,,,,,,,,,,,,,,
